OBJECTID *,Shape *,FID_Macro,SiteID,CC_Num,Waterbody,Location,Date_,Sample_Type,Bioclass,Latitude,Longitude,EPT_S,BI,% Impervious,Drainage,Elevation,Boulder,Cobble,Gravel,Sand,Silt,Other_Substrate,Sub_Desc,Canopy,Temp_C,Sp_Cond,pH_SU,Diss_Oxy,Stream_Width,Channel_Width,Avg_Stream_Depth,MaxStream_Depth,Channel_Modification,Instream_Habitat,Substrate,Shade,Region,Basin,FID_Haw_Upper_Nuese_piedmont,FID_Haw_Upper_Nuese,BASIN,FID_Piedmont_statecl
352,Point,902,BB363,7757,HASKETTS CR,SR 2128,1998-09-09T00:00:00Z,Full Scale,Poor,35.768056,-79.779167,5,7.75119,0.159713595681,11.8,574,50,20,15,15,0,<Null>,NA,90,<Null>,<Null>,<Null>,<Null>,7,<Null>,0.5,<Null>,5,16,12,10,<Null>,<Null>,1,1,Cape Fear,1
353,Point,903,BB363,9080,HASKETTS CR,SR 2128,2003-04-16T00:00:00Z,Full Scale,Poor,35.768056,-79.779167,6,7.445918,0.159713595681,11.8,574,25,25,20,15,15,<Null>,NA,80,19,532,7.5,9.4,7,12,0.5,1.5,4,15,13,7,<Null>,<Null>,1,1,Cape Fear,1
354,Point,1919,BB320,3687,POKEBERRY CR,SR 1711,1985-10-09T00:00:00Z,Full Scale,Good-Fair,35.774167,-79.12,21,6.139782,0.00734558201378,11.5,323,10,40,20,30,0,<Null>,NA,8,<Null>,<Null>,<Null>,<Null>,4,<Null>,0.2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
355,Point,1920,BB320,3966,POKEBERRY CR,SR 1711,1986-12-10T00:00:00Z,Full Scale,Good,35.774167,-79.12,26,5.83031,0.00734558201378,11.5,323,40,30,0,20,10,<Null>,NA,0,<Null>,<Null>,<Null>,<Null>,8,<Null>,0.2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
356,Point,1921,BB320,6071,POKEBERRY CR,SR 1711,1993-02-08T00:00:00Z,EPT,Good-Fair,35.774167,-79.12,23,4.737692,0.00734558201378,11.5,323,15,25,10,45,5,<Null>,NA,70,<Null>,<Null>,<Null>,<Null>,8,<Null>,0.4,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
357,Point,1922,BB320,7479,POKEBERRY CR,SR 1711,1998-02-02T00:00:00Z,EPT,Good,35.774167,-79.12,30,4.1125,0.00734558201378,11.5,323,15,35,10,40,0,<Null>,NA,50,<Null>,<Null>,<Null>,<Null>,8,<Null>,0.3,<Null>,5,17,8,10,<Null>,<Null>,1,1,Cape Fear,1
358,Point,1923,BB320,9061,POKEBERRY CR,SR 1711,2003-03-05T00:00:00Z,EPT,Good-Fair,35.774167,-79.12,21,4.417778,0.00734558201378,11.5,323,15,25,15,35,10,<Null>,NA,80,10,61,7.6,12,6,7,0.4,0.8,5,15,12,10,<Null>,<Null>,1,1,Cape Fear,1
359,Point,1924,BB320,9198,POKEBERRY CR,SR 1711,2003-07-15T00:00:00Z,EPT,Good-Fair,35.774167,-79.12,19,5.004444,0.00734558201378,11.5,323,20,30,15,35,0,<Null>,NA,70,26,86,<Null>,7.8,8,10,0.4,0.6,5,14,15,10,<Null>,<Null>,1,1,Cape Fear,1
360,Point,1925,BB320,10592,POKEBERRY CR,SR 1711,2009-03-19T00:00:00Z,EPT,Good-Fair,35.774167,-79.12,27,4.0648,0.00734558201378,11.5,323,20,30,30,20,<Null>,<Null>,NA,70,10.5,70.8,6,11.6,6,7,0.4,1,5,17,12,7,<Null>,<Null>,1,1,Cape Fear,1
361,Point,1926,BB320,11589,POKEBERRY CR,SR 1711,2013-06-04T00:00:00Z,EPT,Not Rated,35.774167,-79.12,11,4.758824,0.00734558201378,11.5,323,10,40,15,20,15,<Null>,NA,65,23.1,108.1,6.8,7.9,7,11,0.25,0.5,5,12,12,10,<Null>,<Null>,1,1,Cape Fear,1
362,Point,167,BB309,8224,BROOKS CR,SR 1521,2001-01-19T00:00:00Z,Qual 5,Not Impaired,35.775556,-79.170833,16,5.437143,NA,9.02,449,60,30,10,0,0,<Null>,NA,0,8.9,104,7.9,5.6,3,<Null>,0.5,<Null>,5,20,15,10,<Null>,<Null>,1,1,Cape Fear,1
363,Point,212,JB88,5696,BUFFALO CR,SR 1007,1991-08-06T00:00:00Z,EPT,Poor,35.775833,-78.383611,2,7.018182,0.0245651367337,15.7,270,0,0,10,70,20,<Null>,NA,0,<Null>,<Null>,<Null>,<Null>,6,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
364,Point,213,JB88,9673,BUFFALO CR,SR 1007,2005-07-27T00:00:00Z,Full Scale,Fair,35.775833,-78.383611,15,6.793939,0.0245651367337,15.7,270,0,0,0,85,15,<Null>,NA,50,30.2,78,6.4,3.2,4,4,0.3,1,5,7,3,5,<Null>,<Null>,2,2,Neuse,1
365,Point,2044,JB50,8241,ROCKY BR,NR PULLEN RD,2000-12-12T00:00:00Z,Qual 4,Not Rated,35.780833,-78.669722,1,7.753488,NA,0.97,362,10,40,30,10,10,<Null>,NA,60,<Null>,<Null>,<Null>,<Null>,3,<Null>,0.25,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
366,Point,2045,JB50,11697,ROCKY BR,"NR PULLEN RD (OLD), OFF WESTERN (2013)",2013-11-19T00:00:00Z,Qual 4,Not Rated,35.780833,-78.669722,3,8.102273,NA,0.97,362,20,10,10,50,10,<Null>,NA,70,12,173,6,7.3,4,6,0.3,0.5,4,16,3,10,<Null>,<Null>,2,2,Neuse,1
367,Point,2047,JB48,11695,ROCKY BR,SR 1012,2013-11-19T00:00:00Z,Qual 4,Not Rated,35.78415,-78.676573,4,6.325,NA,0.6,0,20,40,10,10,20,<Null>,NA,70,13,142,6,4.2,3,5,0.3,0.5,5,16,8,10,<Null>,<Null>,2,2,Neuse,1
368,Point,2042,JB48,8240,ROCKY BR,DAN ALLEN DR,2000-12-12T00:00:00Z,Qual 4,Not Rated,35.784444,-78.6775,1,6.874,NA,0.59,386,10,20,30,30,10,<Null>,NA,60,<Null>,<Null>,<Null>,<Null>,2,<Null>,0.1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
369,Point,2043,JB49,8239,ROCKY BR,GORMAN ST,2000-12-12T00:00:00Z,Qual 4,Not Rated,35.786389,-78.677778,1,7.970732,NA,0.5,445,10,40,30,10,10,<Null>,NA,89,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0.1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
370,Point,2216,BB398,4550,SANDY CR,SR 2481,1988-05-24T00:00:00Z,Full Scale,Good,35.785,-79.665833,32,5.300804,0.0121859387389,45,520,40,30,20,10,0,<Null>,NA,6,<Null>,<Null>,<Null>,<Null>,13,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
371,Point,2217,BB398,4933,SANDY CR,SR 2481,1989-05-15T00:00:00Z,Full Scale,Good,35.785,-79.665833,25,5.317751,0.0121859387389,45,520,25,35,20,20,0,<Null>,NA,6,<Null>,<Null>,<Null>,<Null>,24,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
372,Point,2218,BB398,6100,SANDY CR,SR 2481,1993-02-17T00:00:00Z,EPT,Good,35.785,-79.665833,27,3.761702,0.0121859387389,45,520,35,30,10,20,5,<Null>,NA,60,<Null>,<Null>,<Null>,<Null>,14,<Null>,0.5,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
373,Point,2219,BB398,6307,SANDY CR,SR 2481,1993-07-26T00:00:00Z,EPT,Good,35.785,-79.665833,22,4.11068,0.0121859387389,45,520,30,40,20,10,0,<Null>,NA,90,<Null>,<Null>,<Null>,<Null>,5,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
374,Point,2220,BB398,7635,SANDY CR,SR 2481,1998-07-06T00:00:00Z,EPT,Excellent,35.785,-79.665833,35,4.016197,0.0121859387389,45,520,20,40,20,20,0,<Null>,NA,30,22,110,7,7.5,17,<Null>,0.1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
375,Point,2221,BB398,8417,SANDY CR,SR 2481,2001-04-19T00:00:00Z,Full Scale,Excellent,35.785,-79.665833,43,5.171975,0.0121859387389,45,520,35,45,15,5,0,<Null>,NA,80,13.6,109,8.4,10.1,15,20,0.2,1.3,5,20,15,10,<Null>,<Null>,1,1,Cape Fear,1
376,Point,2222,BB398,9025,SANDY CR,SR 2481,2002-09-30T00:00:00Z,EPT,Good,35.785,-79.665833,21,4.585294,0.0121859387389,45,520,30,30,20,20,0,<Null>,NA,30,20,132,7.4,8.4,11,14,0.2,0.2,5,20,15,10,<Null>,<Null>,1,1,Cape Fear,1
377,Point,2223,BB398,9083,SANDY CR,SR 2481,2003-04-16T00:00:00Z,Full Scale,Good,35.785,-79.665833,27,5.039446,0.0121859387389,45,520,40,30,20,10,0,<Null>,NA,60,18,77,8,9.5,15,22,0.5,2,5,16,15,9,<Null>,<Null>,1,1,Cape Fear,1
378,Point,2224,BB398,9172,SANDY CR,SR 2481,2003-07-08T00:00:00Z,EPT,Good-Fair,35.785,-79.665833,20,4.5104,0.0121859387389,45,520,25,40,25,10,0,<Null>,NA,30,23.3,103,7.3,7.9,15,18,0.2,0.6,5,16,10,10,<Null>,<Null>,1,1,Cape Fear,1
379,Point,2225,BB398,10637,SANDY CR,SR 2481,2009-03-10T00:00:00Z,EPT,Good,35.785,-79.665833,35,4.35035,0.0121859387389,45,520,30,30,10,10,10,10,bedrock,60,13.2,106.6,6.4,9.5,18,<Null>,0.3,<Null>,0,0,0,0,<Null>,<Null>,1,1,Cape Fear,1
380,Point,2226,BB398,11336,SANDY CR,SR 2481,2012-04-02T00:00:00Z,Full Scale,Good,35.785,-79.665833,31,5.106604,0.0121859387389,45,520,30,30,30,0,0,10,Bedrock,40,19,108,7.9,9.6999999999999993,12,14,0.3,0.8,5,20,15,7,<Null>,<Null>,1,1,Cape Fear,1
381,Point,2227,BB398,11337,SANDY CR,SR 2481,2012-04-05T00:00:00Z,Full Scale,Good,35.785,-79.665833,27,5.230672,0.0121859387389,45,520,50,25,5,<Null>,<Null>,20,boulder,<Null>,18.3,111,7.1,<Null>,20,25,0.5,<Null>,5,19,14,5,<Null>,<Null>,1,1,Cape Fear,1
382,Point,1521,JB196,4023,MANGO CR,NR SOUTHAMPTON DR,1987-03-24T00:00:00Z,EPT,Poor,35.788889,-78.495556,3,6.233333,NA,0.71,253,0,0,0,99,0,<Null>,NA,3,<Null>,<Null>,<Null>,<Null>,1,<Null>,0.1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
383,Point,2046,JB338,11696,ROCKY BR,"SITE 1, SR1012",2013-11-19T00:00:00Z,Qual 4,Not Rated,35.789629,-78.685255,3,6.927907,NA,0.36,0,25,30,15,25,5,<Null>,NA,60,12,146,5.7,6.3,3,5,0.3,0.5,4,16,12,10,<Null>,<Null>,2,2,Neuse,1
384,Point,1686,BB144,4549,MT PLEASANT CR,SR 2442,1988-05-24T00:00:00Z,Full Scale,Good,35.788611,-79.644444,27,5.183901,0.00553409195191,7.6009,528,30,30,20,20,0,<Null>,NA,6,<Null>,<Null>,<Null>,<Null>,11,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
385,Point,1687,BB144,4932,MT PLEASANT CR,SR 2442,1989-05-15T00:00:00Z,Full Scale,Good,35.788611,-79.644444,22,4.767427,0.00553409195191,7.6009,528,0,10,40,50,0,<Null>,NA,8,<Null>,<Null>,<Null>,<Null>,6,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
386,Point,1520,JB195,4024,MANGO CR,NR COSMARY LN,1987-03-24T00:00:00Z,EPT,Poor,35.790556,-78.492778,6,4.426316,NA,0.6,256,20,20,10,50,0,<Null>,NA,3,<Null>,<Null>,<Null>,<Null>,1,<Null>,0.2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
387,Point,1914,JB221,6884,PIGEON HOUSE BR,DORTCH ST,1995-07-25T00:00:00Z,Full Scale,Poor,35.793611,-78.643056,1,8.682474,0.469440842788,4.2221,268,20,20,20,30,10,<Null>,NA,50,24,320,7.1,9.5,3,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
388,Point,1827,JB45,3941,NEUSE R,US 64,1986-12-04T00:00:00Z,EPT,Fair,35.793333,-78.538889,13,5.127273,0.0313933433795,870.3,161,30,10,0,60,0,<Null>,NA,5,<Null>,<Null>,<Null>,<Null>,20,<Null>,0.9,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
389,Point,1828,JB45,5617,NEUSE R,US 64,1991-07-10T00:00:00Z,Full Scale,Good-Fair,35.793333,-78.538889,22,5.735938,0.0313933433795,870.3,161,5,10,10,65,10,<Null>,NA,0,<Null>,<Null>,<Null>,<Null>,45,<Null>,0.5,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
390,Point,1829,JB45,6897,NEUSE R,US 64,1995-07-26T00:00:00Z,Full Scale,Good,35.793333,-78.538889,22,5.458846,0.0313933433795,870.3,161,0,10,0,70,20,<Null>,NA,20,29,210,6.9,4.5,50,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
391,Point,1830,JB45,7219,NEUSE R,US 64,1996-10-24T00:00:00Z,Full Scale,Good-Fair,35.793333,-78.538889,17,5.599149,0.0313933433795,870.3,161,0,10,5,65,20,<Null>,NA,20,18,71,6.3,6.8,50,<Null>,1.2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
392,Point,1831,JB45,8299,NEUSE R,US 64,2000-09-11T00:00:00Z,Full Scale,Good-Fair,35.793333,-78.538889,16,5.697753,0.0313933433795,870.3,161,10,0,10,80,0,<Null>,NA,30,24,101,7,6.3,40,<Null>,1,<Null>,4,12,3,7,<Null>,<Null>,2,2,Neuse,1
393,Point,1832,JB45,9737,NEUSE R,US 64,2005-08-26T00:00:00Z,Full Scale,Good-Fair,35.793333,-78.538889,17,5.70596,0.0313933433795,870.3,161,10,10,10,50,20,<Null>,NA,20,25.8,125,7.2,6.6,25,30,0.4,1,5,16,10,4,<Null>,<Null>,2,2,Neuse,1
394,Point,1833,JB45,11027,NEUSE R,US 64,2010-07-15T00:00:00Z,Full Scale,Good-Fair,35.793333,-78.538889,20,5.79291,0.0313933433795,870.3,161,5,5,25,40,15,10,Bedrock,20,29.2,107.7,5.9,6.9,28,36,0.5,2,5,14,3,2,<Null>,<Null>,2,2,Neuse,1
395,Point,1834,JB45,11962,NEUSE R,US 64,2015-08-26T00:00:00Z,Full Scale,Good,35.793333,-78.538889,24,5.48373,0.0313933433795,870.3,161,25,10,<Null>,45,10,10,bedrock,10,28,111,7.3,7.3,30,35,0.5,1.2,5,12,6,2,<Null>,<Null>,2,2,Neuse,1
396,Point,595,BB307,3967,DRY CR,SR 1520,1986-12-09T00:00:00Z,EPT,Poor,35.803611,-79.211944,5,6,NA,17.7,435,50,20,20,10,0,<Null>,NA,0,<Null>,<Null>,<Null>,<Null>,6,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
397,Point,596,BB307,6072,DRY CR,SR 1520,1993-02-08T00:00:00Z,EPT,Good,35.803611,-79.211944,31,4.654598,NA,17.7,435,30,20,20,25,5,<Null>,NA,80,<Null>,<Null>,<Null>,<Null>,7,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
398,Point,597,BB307,7478,DRY CR,SR 1520,1998-02-02T00:00:00Z,EPT,Good-Fair,35.803611,-79.211944,21,4.328814,NA,17.7,435,35,25,10,30,0,<Null>,NA,60,<Null>,<Null>,<Null>,<Null>,8,<Null>,0.7,<Null>,4,17,12,10,<Null>,<Null>,1,1,Cape Fear,1
399,Point,598,BB307,9199,DRY CR,SR 1520,2003-07-15T00:00:00Z,EPT,Fair,35.803611,-79.211944,9,5.724242,NA,17.7,435,15,20,25,30,10,<Null>,NA,70,24,107,<Null>,6.7,7,9,0.2,0.3,5,13,15,10,<Null>,<Null>,1,1,Cape Fear,1
400,Point,599,BB307,9314,DRY CR,SR 1520,2003-11-21T00:00:00Z,EPT,Fair,35.803611,-79.211944,13,5.251163,NA,17.7,435,15,10,25,30,15,<Null>,NA,80,11,120,6.4,9.1999999999999993,8,<Null>,0.3,1.5,5,13,12,10,<Null>,<Null>,1,1,Cape Fear,1
401,Point,600,BB307,10606,DRY CR,SR 1520,2009-03-19T00:00:00Z,EPT,Fair,35.803611,-79.211944,17,4.182895,NA,17.7,435,30,30,20,10,10,<Null>,NA,90,10,75.8,6.3,11.3,8,9,0.5,1,3,15,11,9,<Null>,<Null>,1,1,Cape Fear,1
402,Point,601,BB307,11583,DRY CR,SR 1520,2013-06-04T00:00:00Z,EPT,Not Rated,35.803611,-79.211944,7,4.825,NA,17.7,420,20,35,10,15,20,<Null>,NA,70,20.7,113.7,6.3,4.3,7,12,0.2,0.5,5,12,8,10,<Null>,<Null>,1,1,Cape Fear,1
403,Point,1915,JB291,8146,PIGEON HOUSE BR,FENTON ST,2000-02-27T00:00:00Z,Full Scale,Poor,35.803889,-78.618889,2,8.198936,0.307846306069,4.17,210,35,25,20,20,0,<Null>,NA,0,22,227,7,6,4,<Null>,0.3,<Null>,4,19,12,10,<Null>,<Null>,2,2,Neuse,1
404,Point,539,BB124,3028,DEEP R,SR 2122,1983-08-24T00:00:00Z,Full Scale,Poor,35.8025,-79.776944,3,8.112422,0.108976262813,235,582,20,20,10,50,0,<Null>,NA,3,<Null>,<Null>,<Null>,<Null>,25,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
405,Point,540,BB124,3600,DEEP R,SR 2122,1985-07-31T00:00:00Z,Full Scale,Poor,35.8025,-79.776944,5,8.071779,0.108976262813,235,582,20,20,10,50,0,<Null>,NA,3,<Null>,<Null>,<Null>,<Null>,25,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
406,Point,541,BB124,3886,DEEP R,SR 2122,1986-08-05T00:00:00Z,Full Scale,Fair,35.8025,-79.776944,10,7.89708,0.108976262813,235,582,20,20,10,50,0,<Null>,NA,5,<Null>,<Null>,<Null>,<Null>,23,<Null>,0.4,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
407,Point,542,BB124,4208,DEEP R,SR 2122,1987-08-26T00:00:00Z,Full Scale,Fair,35.8025,-79.776944,9,7.13913,0.108976262813,235,582,30,30,25,15,0,<Null>,NA,4,<Null>,<Null>,<Null>,<Null>,20,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
408,Point,543,BB124,4704,DEEP R,SR 2122,1988-08-17T00:00:00Z,Full Scale,Fair,35.8025,-79.776944,10,7.265902,0.108976262813,235,582,10,20,10,60,0,<Null>,NA,2,<Null>,<Null>,<Null>,<Null>,30,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
409,Point,2650,JB316,9871,UT RICHLANDS CR,NR RBC CENTER,2007-04-28T00:00:00Z,Qual 4,Poor,35.805278,-78.726389,2,7.869767,NA,1.38,390,0,10,10,0,0,<Null>,NA,100,14.6,94,6.3,9.5,4,<Null>,0.2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
410,Point,2649,JB328,9872,UT RICHLANDS CR,"NR MUSEUM, EDWARDS MILL EXT.",2006-04-28T00:00:00Z,Qual 4,Fair,35.808889,-78.725278,6,6.409259,NA,0.2,382,10,30,40,20,0,<Null>,NA,80,13.4,138,7,9.8000000000000007,3,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
411,Point,2648,JB62,9325,UT RICHLANDS CR,NR MUSEUM ANNEX,2004-01-22T00:00:00Z,EPT,Not Rated,35.810278,-78.714444,6,6.384615,NA,0.2,404,20,10,10,10,0,<Null>,NA,80,4.5,78,6.6,13.8,1,10,0.1,1,5,12,3,9,<Null>,<Null>,2,2,Neuse,1
412,Point,417,JB37,3327,CRABTREE CR,US 1,1984-09-06T00:00:00Z,Full Scale,Fair,35.811111,-78.611111,10,6.888312,0.16467954757,122,216,0,10,10,80,0,<Null>,NA,5,<Null>,<Null>,<Null>,<Null>,10,<Null>,0.7,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
413,Point,418,JB37,3830,CRABTREE CR,US 1,1986-07-08T00:00:00Z,Full Scale,Fair,35.811111,-78.611111,11,6.991429,0.16467954757,122,216,0,0,20,80,0,<Null>,NA,8,<Null>,<Null>,<Null>,<Null>,7,<Null>,0.7,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
414,Point,419,JB37,4824,CRABTREE CR,US 1,1989-02-15T00:00:00Z,EPT,Fair,35.811111,-78.611111,9,6.134211,0.16467954757,122,216,0,0,20,80,0,<Null>,NA,1,<Null>,<Null>,<Null>,<Null>,15,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
415,Point,420,JB37,4825,CRABTREE CR,US 1,1989-02-15T00:00:00Z,Full Scale,Fair,35.811111,-78.611111,9,7.172258,0.16467954757,122,216,0,0,20,80,0,<Null>,NA,1,<Null>,<Null>,<Null>,<Null>,15,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
416,Point,421,JB37,4909,CRABTREE CR,US 1,1989-04-21T00:00:00Z,Full Scale,Fair,35.811111,-78.611111,14,6.452315,0.16467954757,122,216,5,5,15,75,0,<Null>,NA,3,<Null>,<Null>,<Null>,<Null>,20,<Null>,0.8,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
417,Point,422,JB37,4910,CRABTREE CR,US 1,1989-04-21T00:00:00Z,EPT,Fair,35.811111,-78.611111,12,4.830612,0.16467954757,122,216,5,5,15,75,0,<Null>,NA,3,<Null>,<Null>,<Null>,<Null>,20,<Null>,0.8,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
418,Point,423,JB37,4999,CRABTREE CR,US 1,1989-07-27T00:00:00Z,Full Scale,Fair,35.811111,-78.611111,12,6.596951,0.16467954757,122,216,0,10,10,80,0,<Null>,NA,1,<Null>,<Null>,<Null>,<Null>,18,<Null>,0.6,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
419,Point,424,JB37,4998,CRABTREE CR,US 1,1989-07-27T00:00:00Z,EPT,Fair,35.811111,-78.611111,9,6.160377,0.16467954757,122,216,0,10,10,80,0,<Null>,NA,1,<Null>,<Null>,<Null>,<Null>,18,<Null>,0.6,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
420,Point,425,JB37,5083,CRABTREE CR,US 1,1989-10-12T00:00:00Z,Full Scale,Fair,35.811111,-78.611111,12,6.610563,0.16467954757,122,216,0,0,20,80,0,<Null>,NA,1,<Null>,<Null>,<Null>,<Null>,8,<Null>,0.2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
421,Point,426,JB37,5084,CRABTREE CR,US 1,1989-10-12T00:00:00Z,EPT,Fair,35.811111,-78.611111,9,5.946939,0.16467954757,122,216,0,0,20,80,0,<Null>,NA,1,<Null>,<Null>,<Null>,<Null>,8,<Null>,0.2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
422,Point,427,JB37,6883,CRABTREE CR,US 1,1995-07-24T00:00:00Z,Full Scale,Fair,35.811111,-78.611111,16,6.571946,0.16467954757,122,216,0,0,10,80,10,<Null>,NA,70,27,140,6.8,5.6,15,<Null>,0.4,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
423,Point,428,JB37,7202,CRABTREE CR,US 1,1996-10-15T00:00:00Z,Full Scale,Fair,35.811111,-78.611111,11,6.518788,0.16467954757,122,216,5,0,20,65,10,<Null>,NA,50,16,70,6.8,8.1999999999999993,10,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
424,Point,429,JB37,8291,CRABTREE CR,US 1,2000-08-30T00:00:00Z,Full Scale,Fair,35.811111,-78.611111,13,6.620614,0.16467954757,122,216,7,8,40,45,0,<Null>,NA,0,24,131,6.7,6.3,12,<Null>,0.6,<Null>,4,11,3,10,<Null>,<Null>,2,2,Neuse,1
425,Point,430,JB37,9731,CRABTREE CR,US 1,2005-08-24T00:00:00Z,Full Scale,Fair,35.811111,-78.611111,11,6.515686,0.16467954757,122,216,0,10,20,70,0,<Null>,NA,30,26.5,154,7.1,6.7,16,20,0.4,1.5,5,11,3,4,<Null>,<Null>,2,2,Neuse,1
426,Point,431,JB37,12019,CRABTREE CR,US 1,2015-08-10T00:00:00Z,Full Scale,Good-Fair,35.811111,-78.611111,15,6.350568,0.16467954757,122,216,5,5,10,70,5,5,CPOM,50,25.2,189,7.1,11.1,18,23,0.25,1.5,4,12,8,10,<Null>,<Null>,2,2,Neuse,1
427,Point,2627,JB112,9708,UT MOCCASIN CR,NC 39,2005-07-26T00:00:00Z,Full Scale,Good-Fair,35.812778,-78.269167,16,6.231138,0.0916277367405,5.2,220,0,10,50,30,10,<Null>,NA,70,26.6,429,7,4.2,3,5,0.2,0.4,5,13,6,10,<Null>,<Null>,2,2,Neuse,1
428,Point,1354,JB185,5681,LITTLE CR,NC 39,1991-07-23T00:00:00Z,Full Scale,Poor,35.812778,-78.268889,2,7.747191,0.0926669313745,5.314,219,0,30,30,40,0,<Null>,NA,0,<Null>,<Null>,<Null>,<Null>,2,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
429,Point,92,JB315,9873,BEAVERDAM CR,US 70,2006-04-28T00:00:00Z,Qual 4,Poor,35.816389,-78.660833,3,7.574138,NA,2.97,280,10,20,40,30,0,<Null>,NA,60,16.8,105,6.7,8.9,4,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
430,Point,1539,JB41,3243,MARSH CR,NR US 1,1983-06-04T00:00:00Z,Full Scale,Poor,35.816491,-78.592986,6,7.632704,0.287922041239,6.82,220,0,10,20,60,10,<Null>,NA,0,<Null>,<Null>,<Null>,<Null>,7,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
